LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2026-03-09 23:22:21,1900-01-00 00:00:00,,54:22:F8:1B:E3:F6,-28, ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:21,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:21,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:21,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:21,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:21,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:21,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:21,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:22,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:22,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:22,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:22,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:22,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:22,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:22,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:22,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:22,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:22,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:23,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:23,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:23,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:23,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:23,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:23,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-24, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:23,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-23, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:23,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:23,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:24,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-24, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:24,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:24,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:24,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:24,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:24,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-23, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:24,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-24, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:24,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-24, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:24,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-24, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:24,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:24,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:24,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:24,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:24,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:24,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:25,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:25,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:25,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:25,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:25,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-22,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:25,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-24,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:25,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:25,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-24,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:25,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:25,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-23,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:25,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:25,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-24,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:25,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:25,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-22,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:25,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-20,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:25,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:25,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-21,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:25,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-22,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:25,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-22,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:25,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:25,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-22,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:25,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:25,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:25,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:25,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:26,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:26,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:26,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:26,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:26,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:26,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:26,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:26,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:26,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:26,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:27,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:27,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:27,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:27,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:27,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:27,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:27,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:27,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:27,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:28,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:28,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:28,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:28,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:28,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:28,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:28,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:28,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:28,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:28,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:29,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:29,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:29,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:29,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:29,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:29,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:29,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:29,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:29,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:29,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:30,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:30,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:30,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:30,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:30,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:30,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:30,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:30,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-19,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:30,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-20,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:30,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:30,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-20,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:30,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:30,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:30,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-19,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:30,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-19,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:30,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:30,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-20,,0.000000,0.000000,0.000,0.000,Client
2026-03-09 23:22:30,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:31,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:31,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:31,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:31,1900-01-00 00:00:00,MyWiFi,54:22:F8:1B:E3:F6,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-09 23:22:31,1900-01-00 00:00:00,,50:DA:D6:C1:07:79,-20,,0.000000,0.000000,0.000,0.000,Client
